0	3	9
0	4	9
0	5	9
0	6	9
0	7	9
0	8	9
0	9	9
0	10	9
0	11	9
0	12	9
0	13	9
0	14	9
0	15	9
1	3	8
1	3	9
1	3	10
1	3	11
1	4	8
1	4	9
1	4	10
1	5	8
1	5	9
1	5	10
1	6	8
1	6	9
1	6	10
1	7	8
1	7	9
1	7	10
1	8	8
1	8	9
1	8	10
1	8	11
1	9	8
1	9	9
1	9	10
1	9	11
1	10	8
1	10	9
1	10	10
1	10	11
1	11	8
1	11	9
1	11	10
1	11	11
1	12	8
1	12	9
1	12	10
1	12	11
1	13	8
1	13	9
1	13	10
1	13	11
1	14	8
1	14	9
1	14	10
1	14	11
1	15	8
1	15	9
1	15	10
1	15	11
2	3	6
2	3	7
2	3	8
2	3	9
2	3	10
2	3	11
2	3	12
2	4	7
2	4	8
2	4	11
2	4	12
2	5	6
2	5	7
2	5	8
2	5	11
2	5	12
2	6	6
2	6	7
2	6	8
2	6	11
2	6	12
2	7	6
2	7	7
2	7	8
2	7	11
2	7	12
2	8	6
2	8	7
2	8	8
2	8	11
2	8	12
2	9	7
2	9	8
2	9	11
2	9	12
2	10	6
2	10	7
2	10	8
2	10	11
2	10	12
2	11	6
2	11	7
2	11	8
2	11	11
2	11	12
2	12	6
2	12	7
2	12	8
2	12	11
2	12	12
2	13	6
2	13	7
2	13	8
2	13	11
2	13	12
2	14	6
2	14	7
2	14	8
2	14	11
2	14	12
2	15	6
2	15	7
2	15	8
2	15	9
2	15	10
2	15	11
2	15	12
3	3	5
3	3	6
3	3	7
3	3	8
3	3	9
3	3	10
3	3	11
3	3	12
3	3	13
3	4	5
3	4	6
3	4	12
3	4	13
3	5	5
3	5	6
3	5	12
3	5	13
3	6	5
3	6	6
3	6	12
3	6	13
3	7	5
3	7	6
3	7	12
3	7	13
3	8	5
3	8	6
3	8	12
3	8	13
3	9	5
3	9	6
3	9	12
3	9	13
3	10	5
3	10	6
3	10	12
3	10	13
3	11	5
3	11	6
3	11	12
3	11	13
3	12	5
3	12	6
3	12	12
3	12	13
3	13	5
3	13	6
3	13	12
3	13	13
3	14	5
3	14	6
3	14	12
3	14	13
3	15	5
3	15	6
3	15	7
3	15	8
3	15	9
3	15	10
3	15	11
3	15	12
3	15	13
4	3	4
4	3	5
4	3	6
4	3	7
4	3	8
4	3	9
4	3	10
4	3	11
4	3	12
4	3	13
4	3	14
4	3	15
4	4	4
4	4	5
4	4	14
4	5	4
4	5	5
4	5	13
4	5	14
4	5	15
4	6	4
4	6	5
4	6	13
4	6	14
4	6	15
4	7	4
4	7	5
4	7	13
4	7	14
4	7	15
4	8	4
4	8	5
4	8	13
4	8	14
4	9	4
4	9	5
4	9	13
4	9	14
4	9	15
4	10	4
4	10	5
4	10	13
4	10	14
4	10	15
4	11	4
4	11	5
4	11	13
4	11	14
4	11	15
4	12	4
4	12	5
4	12	13
4	12	14
4	12	15
4	13	4
4	13	5
4	13	13
4	13	14
4	13	15
4	14	4
4	14	5
4	14	13
4	14	14
4	14	15
4	15	4
4	15	5
4	15	6
4	15	7
4	15	8
4	15	9
4	15	10
4	15	11
4	15	12
4	15	13
4	15	14
4	15	15
5	3	2
5	3	3
5	3	4
5	3	5
5	3	6
5	3	7
5	3	8
5	3	9
5	3	10
5	3	11
5	3	12
5	3	13
5	3	14
5	3	15
5	3	16
5	4	3
5	4	4
5	4	15
5	4	16
5	5	3
5	5	4
5	5	15
5	5	16
5	6	3
5	6	4
5	6	15
5	6	16
5	7	3
5	7	4
5	7	15
5	7	16
5	8	3
5	8	4
5	8	15
5	8	16
5	9	2
5	9	3
5	9	4
5	9	15
5	9	16
5	10	2
5	10	3
5	10	4
5	10	15
5	10	16
5	11	2
5	11	3
5	11	4
5	11	15
5	11	16
5	12	2
5	12	3
5	12	4
5	12	15
5	12	16
5	13	2
5	13	3
5	13	4
5	13	15
5	13	16
5	14	2
5	14	3
5	14	4
5	14	15
5	14	16
5	15	2
5	15	3
5	15	4
5	15	5
5	15	6
5	15	7
5	15	8
5	15	9
5	15	10
5	15	11
5	15	12
5	15	13
5	15	14
5	15	15
5	15	16
6	3	1
6	3	2
6	3	3
6	3	4
6	3	5
6	3	6
6	3	7
6	3	8
6	3	9
6	3	10
6	3	11
6	3	12
6	3	13
6	3	14
6	3	15
6	3	16
6	3	17
6	4	1
6	4	2
6	4	16
6	4	17
6	5	1
6	5	2
6	5	16
6	5	17
6	6	1
6	6	2
6	6	16
6	6	17
6	7	1
6	7	2
6	7	16
6	7	17
6	8	1
6	8	2
6	8	16
6	8	17
6	9	1
6	9	2
6	9	16
6	9	17
6	10	1
6	10	2
6	10	16
6	10	17
6	11	1
6	11	2
6	11	16
6	11	17
6	12	1
6	12	2
6	12	16
6	12	17
6	13	1
6	13	2
6	13	16
6	13	17
6	14	1
6	14	2
6	14	16
6	14	17
6	15	1
6	15	2
6	15	3
6	15	4
6	15	5
6	15	6
6	15	7
6	15	8
6	15	9
6	15	10
6	15	11
6	15	12
6	15	13
6	15	14
6	15	15
6	15	16
6	15	17
7	3	1
7	3	2
7	3	3
7	3	4
7	3	5
7	3	6
7	3	7
7	3	8
7	3	9
7	3	10
7	3	11
7	3	12
7	3	13
7	3	14
7	3	15
7	3	16
7	3	17
7	4	1
7	4	17
7	5	1
7	5	17
7	6	1
7	6	17
7	7	1
7	7	17
7	8	1
7	8	17
7	9	1
7	9	17
7	10	1
7	10	17
7	11	1
7	11	17
7	12	1
7	12	17
7	13	1
7	13	17
7	14	1
7	14	17
7	15	1
7	15	2
7	15	3
7	15	4
7	15	5
7	15	6
7	15	7
7	15	8
7	15	9
7	15	10
7	15	11
7	15	12
7	15	13
7	15	14
7	15	15
7	15	16
7	15	17
8	3	1
8	3	2
8	3	3
8	3	4
8	3	5
8	3	6
8	3	7
8	3	8
8	3	9
8	3	10
8	3	11
8	3	12
8	3	13
8	3	14
8	3	15
8	3	16
8	3	17
8	4	1
8	4	17
8	5	1
8	5	17
8	6	1
8	6	17
8	7	1
8	7	17
8	8	1
8	8	17
8	9	1
8	9	17
8	10	1
8	10	17
8	11	1
8	11	17
8	12	1
8	12	17
8	13	1
8	13	17
8	14	1
8	14	17
8	15	1
8	15	2
8	15	3
8	15	4
8	15	5
8	15	6
8	15	7
8	15	8
8	15	9
8	15	10
8	15	11
8	15	12
8	15	13
8	15	14
8	15	15
8	15	16
8	15	17
9	3	1
9	3	2
