0	1	0	2.11703e+09	4.15795e+09	34379191	0	34379191	34379191
1	1	0	2.35877e+09	4.61375e+09	38370890	0	38370890	38370890
2	8	0	2.32015e+09	4.65012e+09	39175101	0	39175101	39175101
3	16	0	2.28697e+09	4.6633e+09	39568103	0	39568103	39568103
4	53	0	2.24408e+09	4.71174e+09	40180302	0	40180302	40180302
5	99	0	2.20426e+09	4.79286e+09	41139464	0	41139464	41139464
6	148	0	2.16196e+09	4.95744e+09	42635345	0	42635345	42635345
7	228	0	2.11707e+09	5.00498e+09	43557053	0	43557053	43557053
8	318	0	2.06781e+09	4.9926e+09	43848373	0	43848373	43848373
9	437	0	2.01785e+09	5.08268e+09	44923406	0	44923406	44923406
10	525	0	1.96409e+09	5.14711e+09	45769014	0	45769014	45769014
11	715	0	1.90794e+09	5.11362e+09	45855795	0	45855795	45855795
12	858	0	1.84931e+09	5.13082e+09	46477435	0	46477435	46477435
13	1031	0	1.78855e+09	5.09867e+09	46521115	0	46521115	46521115
14	1254	0	1.72239e+09	5.07795e+09	46816546	0	46816546	46816546
15	1417	0	1.65407e+09	5.08555e+09	47121957	0	47121957	47121957
16	1743	0	1.58366e+09	5.0661e+09	47469774	0	47469774	47469774
17	1937	0	1.50898e+09	4.98426e+09	47038604	0	47038604	47038604
18	2175	0	1.43161e+09	4.91893e+09	46804961	0	46804961	46804961
19	2439	0	1.35201e+09	4.90303e+09	47005841	0	47005841	47005841
20	2716	0	1.26773e+09	4.82545e+09	46463432	0	46463432	46463432
21	3149	0	1.18194e+09	4.65215e+09	45189298	0	45189298	45189298
22	3444	0	1.09283e+09	4.53562e+09	44309428	0	44309428	44309428
23	3765	0	1.00447e+09	4.31211e+09	42535757	0	42535757	42535757
24	4067	0	9.14309e+08	4.08599e+09	40664667	0	40664667	40664667
25	4446	0	8.26006e+08	3.85286e+09	38651775	0	38651775	38651775
26	4704	0	7.37248e+08	3.55124e+09	35867466	0	35867466	35867466
27	4849	0	6.52685e+08	3.27087e+09	33196136	0	33196136	33196136
28	4870	0	5.71272e+08	2.9877e+09	30587192	0	30587192	30587192
29	5021	0	4.95844e+08	2.68538e+09	27661872	0	27661872	27661872
30	3761	0	4.18309e+08	2.03761e+09	389572599	0	389572599	389572599
31	2572	0	3.6222e+08	1.25577e+09	199367437	0	199367437	199367437
32	2483	0	3.22794e+08	1.14708e+09	-383546042	0	-383546042	-383546042
33	2456	0	2.86881e+08	1.05769e+09	-838713694	0	-838713694	-838713694
34	2549	0	2.53352e+08	9.67342e+08	-1542325249	0	-1542325249	-1542325249
35	2486	0	2.22359e+08	8.79117e+08	22255565	0	22255565	22255565
36	2446	0	1.94219e+08	7.88321e+08	1579634903	0	1579634903	1579634903
37	2341	0	1.68406e+08	6.989e+08	-1605048992	0	-1605048992	-1605048992
38	2381	0	1.4464e+08	6.28492e+08	-1893083934	0	-1893083934	-1893083934
39	2235	0	1.23344e+08	5.56729e+08	896237508	0	896237508	896237508
40	2127	0	1.03637e+08	4.80401e+08	-918371035	0	-918371035	-918371035
41	2012	0	8.68259e+07	4.21945e+08	-2068922268	0	-2068922268	-2068922268
42	1861	0	7.1595e+07	3.49232e+08	599628967	0	599628967	599628967
43	1838	0	5.83891e+07	2.87686e+08	-451640357	0	-451640357	-451640357
44	1616	0	4.73764e+07	2.43675e+08	-1836263318	0	-1836263318	-1836263318
45	1400	0	3.76394e+07	1.96778e+08	832433178	0	832433178	832433178
46	1242	0	2.97574e+07	1.59675e+08	250013637	0	250013637	250013637
47	1118	0	2.31671e+07	1.29974e+08	-1315677609	0	-1315677609	-1315677609
48	974	0	1.76613e+07	1.00621e+08	1640950679	0	1640950679	1640950679
49	819	0	1.33346e+07	7.5349e+07	597002075	0	597002075	597002075
50	633	0	9.94219e+06	5.79643e+07	1754068964	0	1754068964	1754068964
51	537	0	7.26241e+06	4.24768e+07	1398846652	0	1398846652	1398846652
52	418	0	5.28432e+06	3.12009e+07	1050950329	0	1050950329	1050950329
53	343	0	3.73429e+06	2.29091e+07	1579835747	0	1579835747	1579835747
54	288	0	2.54147e+06	1.59204e+07	-1157072893	0	-1157072893	-1157072893
55	184	0	1.78054e+06	1.06683e+07	-1270621958	0	-1270621958	-1270621958
56	130	0	1.19433e+06	8.10288e+06	642547815	0	642547815	642547815
57	115	0	762785	4.624e+06	-1444579536	0	-1444579536	-1444579536
58	67	0	516713	3.20314e+06	34174	0	34174	34174
59	40	0	331923	2.47415e+06	-1973561671	0	-1973561671	-1973561671
60	29	0	206582	1.62918e+06	-2147464431	0	-2147464431	-2147464431
61	28	0	106161	795717	-2147475110	0	-2147475110	-2147475110
62	17	0	55339.9	413346	234289540	0	234289540	234289540
63	9	0	31287.8	231554	-2147480703	0	-2147480703	-2147480703
64	7	0	10711.9	160859	-1913196649	0	-1913196649	-1913196649
65	3	0	2009.35	19718.7	293	0	293	293
66	1	0	222.885	3899.78	59	0	59	59
67	0	0	0	0	0	0	0	0
68	0	0	0	0	0	0	0	0
69	0	0	0	0	0	0	0	0
70	0	0	0	0	0	0	0	0
71	0	0	0	0	0	0	0	0
72	0	0	0	0	0	0	0	0
73	0	0	0	0	0	0	0	0
74	0	0	0	0	0	0	0	0
75	0	0	0	0	0	0	0	0
76	0	0	0	0	0	0	0	0
77	0	0	0	0	0	0	0	0
78	0	0	0	0	0	0	0	0
79	0	0	0	0	0	0	0	0
80	0	0	0	0	0	0	0	0
81	0	0	0	0	0	0	0	0
82	0	0	0	0	0	0	0	0
83	0	0	0	0	0	0	0	0
84	0	0	0	0	0	0	0	0
85	0	0	0	0	0	0	0	0
86	0	0	0	0	0	0	0	0
87	0	0	0	0	0	0	0	0
88	0	0	0	0	0	0	0	0
89	0	0	0	0	0	0	0	0
90	0	0	0	0	0	0	0	0
91	0	0	0	0	0	0	0	0
92	0	0	0	0	0	0	0	0
93	0	0	0	0	0	0	0	0
94	0	0	0	0	0	0	0	0
95	0	0	0	0	0	0	0	0
96	0	0	0	0	0	0	0	0
97	0	0	0	0	0	0	0	0
98	0	0	0	0	0	0	0	0
99	0	0	0	0	0	0	0	0
