0	0	0	0	0	0	0	0	0
1	0	0	0	0	0	0	0	0
2	0	0	0	0	0	0	0	0
3	0	0	0	0	0	0	0	0
4	0	0	0	0	0	0	0	0
5	0	0	0	0	0	0	0	0
6	0	0	0	0	0	0	0	0
7	0	0	0	0	0	0	0	0
8	0	0	0	0	0	0	0	0
9	0	0	0	0	0	0	0	0
10	0	0	0	0	0	0	0	0
11	0	0	0	0	0	0	0	0
12	0	0	0	0	0	0	0	0
13	0	0	0	0	0	0	0	0
14	0	0	0	0	0	0	0	0
15	0	0	0	0	0	0	0	0
16	0	0	0	0	0	0	0	0
17	0	0	0	0	0	0	0	0
18	0	0	0	0	0	0	0	0
19	0	0	0	0	0	0	0	0
20	5	0	13696.9	242756	2870	0	2870	2870
21	4	0	47105.3	511868	5795	0	5795	5795
22	4	0	119494	667429	8013	0	8013	8013
23	5	0	138947	779340	10052	0	10052	10052
24	23	0	456354	2.25863e+06	27366	0	27366	27366
25	32	0	561032	3.31058e+06	40464	0	40464	40464
26	95	0	2.27449e+06	1.39618e+07	168831	0	168831	168831
27	109	0	3.77726e+06	2.21019e+07	260789	0	260789	260789
28	171	0	5.82191e+06	3.29656e+07	385443	0	385443	385443
29	385	0	2.36411e+07	1.24381e+08	1396201	0	1396201	1396201
30	455	0	3.03401e+07	1.53287e+08	1697007	0	1697007	1697007
31	807	0	1.10662e+08	5.00744e+08	5241352	0	5241352	5241352
32	825	0	1.47904e+08	6.247e+08	6396063	0	6396063	6396063
33	1231	0	1.26824e+09	3.61027e+09	33350888	0	33350888	33350888
34	1119	0	1.79496e+09	4.54983e+09	41145475	0	41145475	41145475
35	888	0	1.04811e+09	2.82545e+09	25806549	0	25806549	25806549
36	1279	0	3.95526e+08	1.50468e+09	14992466	0	14992466	14992466
37	738	0	8.85556e+07	3.99652e+08	4224559	0	4224559	4224559
38	715	0	6.79697e+07	3.30324e+08	3566482	0	3566482	3566482
39	383	0	2.36959e+07	1.22692e+08	1387093	0	1387093	1387093
40	234	0	1.08385e+07	5.63304e+07	650755	0	650755	650755
41	245	0	8.75135e+06	4.8518e+07	569011	0	569011	569011
42	101	0	2.58563e+06	1.57969e+07	184782	0	184782	184782
43	74	0	1.90664e+06	1.11647e+07	131724	0	131724	131724
44	33	0	655762	4.86377e+06	57618	0	57618	57618
45	23	0	216178	1.7403e+06	21438	0	21438	21438
46	12	0	95020.1	852471	10353	0	10353	10353
47	5	0	10686.2	115106	1463	0	1463	1463
48	0	0	0	0	0	0	0	0
49	0	0	0	0	0	0	0	0
50	0	0	0	0	0	0	0	0
51	0	0	0	0	0	0	0	0
52	0	0	0	0	0	0	0	0
53	0	0	0	0	0	0	0	0
54	0	0	0	0	0	0	0	0
55	0	0	0	0	0	0	0	0
56	0	0	0	0	0	0	0	0
57	0	0	0	0	0	0	0	0
58	0	0	0	0	0	0	0	0
59	0	0	0	0	0	0	0	0
60	0	0	0	0	0	0	0	0
61	0	0	0	0	0	0	0	0
62	0	0	0	0	0	0	0	0
63	0	0	0	0	0	0	0	0
64	0	0	0	0	0	0	0	0
65	0	0	0	0	0	0	0	0
66	0	0	0	0	0	0	0	0
67	0	0	0	0	0	0	0	0
68	0	0	0	0	0	0	0	0
69	0	0	0	0	0	0	0	0
70	0	0	0	0	0	0	0	0
